,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Years,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,New_Item_Type_Drinks,New_Item_Type_Food,New_Item_Type_Non-Consumable
7491,-1.755188836776346,2,-1.511410835244274,0,0.596454088323651,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
938,0.0,2,-0.9735242905925079,3,-0.8442477049444009,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7453,0.18748973468626612,0,0.4602535885364033,8,-1.3568798350722873,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6510,0.3058014625463521,1,0.7361826167975389,14,0.5028949750811228,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
234,0.03368448846815422,0,0.7894554954503983,9,-1.5349125634328373,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
722,1.6900486785093582,2,0.2575669448657156,5,-0.21878711242339002,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
187,0.2703079441883262,0,-0.8245786287804653,8,-0.16959888715830126,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3526,-0.06096489381991466,1,0.0439420615594855,12,-1.43066217296992,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4699,1.7137110240813758,2,-1.1492523016762446,6,1.3747206196088897,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2793,0.6489054733406013,1,1.0026467539512505,5,-1.008843273830602,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6198,-0.7708352609804306,2,-1.7540971557806764,13,0.7417803080592558,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2650,-1.468874455354938,1,-0.022734266612344192,3,0.1377857704920092,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7761,1.8083604063694443,2,-1.3607847764847028,5,-0.9190448952306316,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3112,-1.5871861832150238,1,-0.2074193904458176,0,-0.7009929402424852,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
635,0.0,2,0.24133276622747618,6,0.7856855200988895,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7677,1.3824381860731345,1,0.6488267626438771,13,1.8687160775499583,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4413,-1.7504563676619427,2,0.8901313042696063,6,0.07363810716967445,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4937,-1.0843613398096583,0,0.9252936523921783,9,-0.5903194333960358,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5645,-0.3212506951121038,1,-1.6957900188040689,15,0.4996416666328639,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1034,-1.4724238071907407,2,0.4590005893211559,5,-1.6241200153255224,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3326,0.06917800682618011,1,-0.2833896451658926,13,0.6680397204181159,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1103,0.7672172012006878,1,-1.0858015765255762,14,0.7722483606245402,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6440,-0.5117325769668422,1,-0.022563704589926244,5,-1.352104248041131,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2578,1.7492045424394012,0,-1.7494285175408228,9,0.12282633243476297,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
394,1.2996199765710748,0,0.6483149170720894,9,0.8086321033790578,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4994,1.3942693588591433,0,-2.163720912521138,9,1.0743082547929028,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
787,-1.1908418948837358,1,1.1739962977567346,10,-1.2478538575782137,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2152,0.5660872638385412,0,0.15853967615404546,9,-0.1942347500473385,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5105,-1.401436770474689,2,-0.35863035390408843,13,-0.601518136810724,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3379,0.8263730651307307,1,-1.268302378965495,6,-1.409237868272649,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4800,-1.1943912467195386,1,0.9570438272541223,14,1.646819887406267,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5276,0.7908795467727044,2,-1.545757965265561,5,-0.7004437637916929,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6608,1.1458147303529624,1,1.524319359887687,6,-0.3823260786645,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7114,0.29397028976034334,1,0.2742269129646193,13,0.89466974733647,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6423,-0.13195193053596602,0,-0.03892728155552159,9,0.7813756090055392,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5840,-1.4724238071907407,2,-2.8061643469397652,0,-0.33212300101081355,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3766,0.11650269797021434,1,0.8333942006713255,4,1.4105551859126149,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5575,-1.4641419862405345,2,1.0762115285306588,13,-0.8356696330141936,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3779,-1.468874455354938,1,-0.01944972910899312,3,0.1458146659714243,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5977,0.0,1,0.6795568236740814,13,1.4410649887343923,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7052,-0.7483560326870142,2,-0.17179405132256315,5,1.6896267465443167,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1082,-1.9563187741384924,1,0.3484296170363274,14,-0.47060217868157306,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7917,-0.08462723939193177,2,0.9217629487730156,6,-0.9302853489018128,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5836,1.4179317044311608,2,1.2276921905825298,13,1.7804817277893776,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3976,0.0,1,0.07495002074083354,6,-1.259559987187201,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1783,0.5305937454805153,1,-0.9637901460300431,5,0.09016157406631065,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1414,0.0,1,0.277126486688967,14,1.635579433735086,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3724,0.0,1,-0.6507151582685536,13,0.4728925984536448,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5605,1.3824381860731345,2,0.3500720707532722,5,1.4212464631330044,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2509,1.5953992962212897,1,-0.40847290441607725,13,0.3654724000554542,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2067,-0.2857571767540779,1,1.1590863469586772,0,0.1623381328680605,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2774,0.5542560910525325,0,-0.6252762718111456,9,-0.5026342600862477,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6630,0.15199621632824023,1,0.814316887804481,0,-0.8789839183465421,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1817,-0.48688711411622404,1,0.547293934379373,4,0.8054205451872914,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3805,-1.8782330337508355,1,-0.21840969581875969,0,0.933208445637662,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2081,1.7373733696533924,2,1.6812175804659821,0,0.8609901365794193,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7551,0.0,1,-3.5579008503129095,7,0.22010443006335653,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5173,1.7373733696533924,2,0.7592812406655778,10,0.6039338073522741,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3714,-1.5126497946631698,1,1.083839869891259,3,2.0103650631559904,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
692,0.0,2,1.0026765502229538,13,0.2965073994454702,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1235,1.2759576309990572,1,-1.9448906911145156,6,0.30986105840683353,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5770,-0.013640202675880009,2,0.9706283850689791,1,0.00627888565557384,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
642,0.7435548556286702,1,-0.36195363369522454,13,0.02178750016361205,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7419,-0.9908950748001906,1,0.24349537924290268,14,0.07739884181223274,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3315,0.0,1,0.2575669448657156,0,-0.6560311255577604,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3679,-1.2559133452067832,2,-0.733512525424642,6,-0.2679335874319858,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0.0,2,1.0701979651864661,13,-1.670096682398845,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7813,0.0,1,1.5537414774716665,4,-1.3809247712540396,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5155,-1.2677445179927918,0,0.14440631864030887,8,0.5846644582016781,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8405,0.0,1,0.8047413695339076,6,-0.2872446868390748,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1180,1.2759576309990572,2,1.4982989822485242,4,0.2163019451643053,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1022,0.17565856190025733,0,-1.5400253599344744,9,0.5627327273101077,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7538,0.6725678189126184,1,-0.4883462763858985,14,0.6225704795390923,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8284,-1.078445753416654,2,-0.09593396951053353,0,-0.6961756029548359,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7975,1.5125810867192293,2,0.2575669448657156,5,-0.9378068181869289,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1332,0.38861967204841225,0,-1.3357403275626851,11,0.3440898456146758,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5873,0.06917800682618011,1,0.04983311300377217,14,0.02390070545379397,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2189,-0.48688711411622404,1,-0.04770511410856849,14,1.5345406014639347,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1386,0.0,1,0.8631797208181305,6,-0.941018376378695,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
147,1.1221523847809458,0,0.543838874620398,8,0.3163259250468587,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8244,-1.427465350603908,0,0.1290120711014668,8,1.9498946339632277,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7158,1.9858279981595732,0,0.9704087058067251,8,1.4779144074267159,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4520,1.8083604063694443,1,-0.5325824303543879,6,-0.3358837356533716,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3769,0.0,2,-0.8100799436103382,1,0.7782058010702663,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5470,0.7435548556286702,2,0.24158966478343252,4,-1.003518510348654,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7898,-1.6747368618314875,2,1.0807652213018861,13,1.9488380313181373,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8441,0.8618665834887562,2,0.717538317720956,0,-0.7352217274503274,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4919,-0.8891469888405167,0,0.028723828991314482,9,-0.45669934326941797,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
196,1.4534252227891862,2,0.7626925867564138,5,-1.4921057042947878,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5367,1.2759576309990572,1,-0.2625247915220458,7,0.5333630276464072,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1456,1.1221523847809458,1,0.7611472119544538,4,-0.8206684447004546,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
277,1.1221523847809458,2,0.44890754866969457,10,-0.4893223513813773,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1830,-0.5342118052602587,1,-2.077749926499532,1,-1.59851105030438,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2172,-0.13195193053596602,2,1.5521051180311265,6,0.5162068837859931,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3266,1.1813082487109887,1,-2.0606426713957005,13,1.133089404376797,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1379,0.0,1,-0.05465677398343988,10,1.635621183991579,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4844,0.6252431277685843,2,-0.2745407923549099,6,-0.6256048232489692,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6799,-1.2653782834355902,1,-1.4864682539902458,6,1.3955539975988762,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7782,0.05734683404017134,2,-0.2695539444409176,6,0.6316977279200913,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2843,0.23481442583030035,2,0.05489407374643896,2,1.4907606401937803,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1283,-0.8394560631392803,1,-0.4611372875532475,5,-1.2274861555260335,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3375,0.0,1,1.2182554968776345,0,0.5466749363512775,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5739,-1.1127561544960793,1,1.036039757038118,10,0.7733467135261242,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5937,0.0,1,1.5927528738363501,13,0.2195135033560716,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3180,0.11650269797021434,1,0.5128290463854034,1,1.2561017177960112,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7671,-0.1674454488939919,1,0.17900713861618942,15,-1.6545880678908067,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8210,-1.0500509387302335,2,-0.7345436552999532,3,1.3944973949537847,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2417,-1.814344700706389,1,-0.3095257063711925,5,0.8963172766888459,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7299,0.7080613372706444,1,0.5374398631941494,1,0.5884251928442359,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
958,-1.181376956654929,1,0.1605891200768221,2,0.4072226565484126,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6956,-1.740991429433136,0,-0.18736685983298773,11,-0.6566220522650453,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3740,1.1221523847809458,2,-0.9222635028725149,1,-1.4958246886808528,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3079,-1.6274121706874531,1,0.43072058785084105,7,-1.3750508313212992,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5167,1.5362434322912468,2,0.4598089346355222,13,-0.4534877850776519,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
839,0.9091912746327905,2,0.14899809214175758,0,-0.6961756029548359,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,0.0,1,-0.9392435588471063,13,-0.857052187454972,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7852,1.7373733696533924,2,1.0523521672460563,13,-0.7389407118363924,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4881,1.5717369506492722,1,1.122974238667063,1,0.24309276360001786,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6258,0.0,2,-2.4213709919702,10,-1.0997817555886489,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7427,0.0,1,0.5053862522507216,3,1.2645962892132323,0,0,1.53275608570862,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3603,-0.1674454488939919,1,-0.5246326693189025,1,0.40185614280997184,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7648,-1.6700043927170842,1,1.1536215434155275,4,-0.8538823795196989,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
462,0.05734683404017134,1,-1.2505689317612767,4,-0.3791980209857199,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4065,1.6545551601513329,2,0.5374629625218578,1,0.428563460732698,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
982,-1.2251522959631609,1,1.0221777003584913,6,0.8225349387912126,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6296,1.8556850975134784,2,1.474163639041536,6,-0.26903194033356975,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
641,-0.08462723939193177,1,0.5302469379109769,10,1.2812032566228544,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
454,-0.60519884197631,2,-2.0742266066282595,13,-0.8854070347300743,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,1.4179317044311608,2,1.2212874782425096,13,1.7644239368305474,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8401,-0.08462723939193177,2,0.407249629273571,3,-0.8409943964961418,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8283,0.341294980904378,2,0.24180722737597535,6,-0.8319088983716357,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3639,0.459606708764464,0,-0.6671497898309449,8,0.84442491942629,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
244,0.29397028976034334,1,0.6308073951271113,4,1.4142741702986803,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2984,-1.1908418948837358,2,1.3306851594415332,5,0.22859900148057763,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6154,1.8083604063694443,2,0.9512831877981266,6,0.8230423649855121,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3978,-1.0311210622726197,1,0.7723824543377781,3,-1.4365361129026601,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4609,-0.17927662168000066,2,0.1610083016689742,14,-1.352569923978937,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6039,0.0,2,0.2575669448657156,15,-1.3023250960687576,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
882,-0.3460961579627219,0,-0.5317192802016186,8,0.1473786948108147,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3443,1.5953992962212897,2,-0.34746781049668807,5,-1.5038953344167607,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7632,0.2703079441883262,0,-0.3763902677937758,9,-1.5663954683867196,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4967,0.6489054733406013,0,0.27129354105463227,11,0.7161713430381135,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3634,-0.46440788582280795,2,-2.2604582141761895,4,-0.2700885429786607,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4060,0.0,0,-1.7768130969753608,9,1.3068122216439966,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
651,-0.250263658396052,1,0.2575669448657156,6,-1.5166998169273322,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1852,0.43594436319244645,1,0.379459029696597,6,-1.4851751617169568,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
162,-1.6451589298664662,1,-0.2217380772563895,3,1.309558103897957,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7043,-1.0074587167006026,0,-0.666781038021359,8,0.030872998288118098,0,1,-0.7367785251521303,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4240,0.05734683404017134,0,0.2575669448657156,11,0.774952492622007,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6163,1.0984900392089283,1,-1.5367857998372063,10,0.006828062106365807,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5863,0.5897496094105583,1,-1.2797754989493817,14,1.242198882383856,1,2,-1.3340244753786434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
304,-0.8193430694030659,1,1.4101141721181616,14,1.3485207278804625,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4853,-0.5827196136828939,1,-0.7210993647755076,12,0.2981549287978461,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7311,0.06917800682618011,2,-0.468592944155951,13,-0.8254857819881036,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7398,-0.3567442134701297,2,0.19772135128620077,4,-0.8800822712481263,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6866,-1.1032912162672721,1,-0.7162975776729615,0,-0.7570699578289118,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6943,-0.3212506951121038,2,-0.47918426994494695,13,-0.537412223744882,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1085,0.0,1,-2.510678817862469,4,0.5307006459054333,1,2,1.53275608570862,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7496,-0.29758834954008667,2,1.2742087815384382,4,1.5998283679443464,2,2,1.2938577056180147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5165,1.9739968253735645,2,0.2575669448657156,15,0.5247849557162002,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2457,-0.17927662168000066,1,0.9796373933400396,0,1.2913453573924514,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8008,-1.467691338076337,1,0.2575669448657156,6,1.1475831664962366,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2813,-0.6300443048269282,1,1.622694406416151,7,-0.4577559459145089,0,2,-0.020083384880314383,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2214,-1.3304497337586374,1,0.800467628749505,13,0.8502988593590303,0,1,-0.497880145061525,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1168,1.1221523847809458,1,-0.13270371916145476,13,-0.4074693677478365,0,0,0.09936580516498826,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8070,0.7672172012006878,2,0.2575669448657156,6,-0.6832876199312788,0,1,-1.0951260952880382,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6148,0.6843989916986273,1,0.016917023500077812,0,0.8567219757425624,1,0,-0.13953257492561702,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
